CustomerID,Status,Annual Income ($),Spending Score (1-100),Work Experience,Customer size,Founded,Number of employees,Country
71.0,Private,91000.0,55.0,8.0,2.0,1975,9949,Inde
72.0,Public,9000.0,42.0,8.0,2.0,2010,3328,Germany
73.0,Public,44000.0,49.0,0.0,5.0,2002,6586,USA
74.0,Public,10000.0,56.0,8.0,4.0,2010,8080,Canada
75.0,Private,89000.0,47.0,0.0,4.0,1971,9629,India
76.0,Private,49000.0,54.0,0.0,3.0,2008,1371,Allemagne
77.0,Public,67000.0,53.0,0.0,2.0,1999,2286,France
78.0,Private,99000.0,48.0,4.0,3.0,1993,6828,Suède
79.0,Public,97000.0,52.0,2.0,2.0,1975,9629,Norvège
80.0,Public,98000.0,42.0,1.0,1.0,1980,9224,Finlande
81.0,Private,52000.0,51.0,0.0,4.0,1996,306,Pays-Bas
82.0,Private,61000.0,55.0,6.0,3.0,2019,4493,Royaume-Uni
83.0,Private,120000.0,41.0,8.0,1.0,2002,1436,États-Unis
84.0,Public,34000.0,44.0,8.0,4.0,2003,4860,Canada
85.0,Public,24000.0,57.0,1.0,3.0,1994,6494,Chine
86.0,Private,31000.0,46.0,7.0,5.0,1983,3382,Inde
87.0,Public,11000.0,58.0,0.0,3.0,1992,7382,Germany
88.0,Public,55000.0,55.0,5.0,2.0,2009,9194,USA
89.0,Public,76000.0,60.0,7.0,3.0,1994,5016,Canada
90.0,Public,56000.0,46.0,0.0,2.0,2009,3474,India
91.0,Public,46000.0,55.0,0.0,3.0,2019,1971,Allemagne
92.0,Private,36000.0,41.0,1.0,4.0,2005,3761,France
93.0,Private,88000.0,49.0,1.0,2.0,2016,303,Suède
94.0,Public,31000.0,40.0,1.0,2.0,1987,2063,Norvège
95.0,Public,24000.0,42.0,0.0,1.0,1970,2854,Finlande
96.0,Private,80000.0,52.0,10.0,1.0,2019,1659,Pays-Bas
97.0,Public,2000.0,47.0,0.0,1.0,2003,5142,Royaume-Uni
98.0,Public,67000.0,50.0,0.0,2.0,1977,3670,États-Unis
99.0,Private,58000.0,42.0,1.0,2.0,2016,6054,Canada
100.0,Private,80000.0,49.0,3.0,3.0,1988,57,Chine
101.0,Public,65000.0,41.0,0.0,4.0,1989,1449,Inde
102.0,Public,4000.0,48.0,1.0,7.0,1996,9471,Germany
103.0,Private,98000.0,59.0,0.0,3.0,2002,9101,USA
104.0,Private,52000.0,55.0,0.0,5.0,1977,247,Canada
105.0,Private,86000.0,56.0,10.0,2.0,2015,8341,India
106.0,Public,82000.0,42.0,1.0,2.0,1972,6937,Allemagne
107.0,Public,43000.0,50.0,3.0,2.0,2003,4252,France
108.0,Private,78000.0,46.0,1.0,1.0,1997,1772,Suède
109.0,Private,13000.0,43.0,6.0,5.0,2008,327,Norvège
110.0,Private,13000.0,48.0,9.0,3.0,2001,3956,Finlande
111.0,Private,34000.0,52.0,4.0,4.0,2005,7464,Pays-Bas
112.0,Public,25000.0,54.0,0.0,1.0,1976,2687,Royaume-Uni
113.0,Public,71000.0,42.0,1.0,5.0,2018,1108,États-Unis
114.0,Private,2000.0,46.0,1.0,1.0,1989,7746,Canada
115.0,Public,97000.0,48.0,0.0,3.0,1976,983,Chine
116.0,Public,51000.0,50.0,8.0,4.0,1991,9183,Inde
117.0,Public,9000.0,43.0,1.0,1.0,2001,7752,Germany
118.0,Public,79000.0,59.0,0.0,2.0,1971,9895,USA
119.0,Public,84000.0,43.0,2.0,7.0,2005,6703,Canada
120.0,Public,87000.0,57.0,1.0,2.0,1990,7781,India
121.0,Private,36000.0,56.0,0.0,3.0,1987,1068,Allemagne
122.0,Public,50000.0,40.0,1.0,4.0,1977,2371,France
123.0,Public,97000.0,58.0,9.0,4.0,2012,7638,Suède
124.0,Private,6000.0,91.0,1.0,3.0,1977,373,Norvège
125.0,Public,12000.0,29.0,9.0,2.0,2010,2601,Finlande
126.0,Public,46000.0,77.0,1.0,2.0,1995,1554,Pays-Bas
127.0,Private,89000.0,35.0,0.0,7.0,2014,4221,Royaume-Uni
128.0,Private,4000.0,95.0,0.0,2.0,2005,629,États-Unis
129.0,Private,38000.0,11.0,0.0,2.0,1982,9921,Canada
130.0,Private,64000.0,75.0,8.0,5.0,1988,2108,Chine
131.0,Private,66000.0,9.0,9.0,5.0,1975,6297,Inde
132.0,Private,26000.0,75.0,0.0,2.0,1978,1544,Germany
133.0,Public,41000.0,34.0,6.0,4.0,2018,1984,USA
134.0,Public,45000.0,71.0,5.0,1.0,2007,8691,Canada
135.0,Private,89000.0,5.0,1.0,2.0,2017,9575,India
136.0,Public,92000.0,88.0,5.0,5.0,2011,8245,Allemagne
137.0,Public,76000.0,7.0,5.0,2.0,1983,2530,France
138.0,Private,85000.0,73.0,3.0,4.0,1975,308,Suède
139.0,Private,22000.0,10.0,8.0,4.0,2014,2919,Norvège
140.0,Public,15000.0,72.0,4.0,4.0,1981,9929,Finlande
141.0,Public,32000.0,5.0,0.0,2.0,1995,2498,Pays-Bas
142.0,Private,66000.0,93.0,0.0,5.0,1974,8518,Royaume-Uni
143.0,Public,62000.0,40.0,5.0,3.0,1989,8956,États-Unis
144.0,Public,85000.0,87.0,1.0,2.0,1983,9676,Canada
145.0,Private,71000.0,12.0,0.0,5.0,2003,6468,Chine
146.0,Private,26000.0,97.0,8.0,5.0,2004,8074,Inde
147.0,Private,52000.0,36.0,9.0,2.0,1994,3958,Germany
148.0,Public,38000.0,74.0,1.0,1.0,2005,8106,USA
149.0,Public,51000.0,22.0,7.0,4.0,1975,4329,Canada
150.0,Private,90000.0,90.0,6.0,3.0,2012,4100,India
151.0,Private,30000.0,17.0,0.0,9.0,1971,7672,Allemagne
152.0,Private,41000.0,88.0,0.0,1.0,1974,920,France
153.0,Public,17000.0,20.0,0.0,2.0,1994,866,Suède
154.0,Public,92000.0,76.0,2.0,2.0,2018,2424,Norvège
155.0,Public,80000.0,16.0,0.0,4.0,1998,286,Finlande
156.0,Public,10000.0,89.0,8.0,4.0,2017,3711,Pays-Bas
157.0,Private,16000.0,1.0,1.0,1.0,1999,3211,Royaume-Uni
158.0,Public,87000.0,78.0,3.0,4.0,1976,8003,États-Unis
159.0,Private,66000.0,1.0,1.0,2.0,2016,3342,Canada
160.0,Public,86000.0,73.0,3.0,3.0,1989,4893,Chine
161.0,Public,9000.0,35.0,1.0,1.0,2021,8762,Inde
162.0,Public,50000.0,83.0,1.0,5.0,1977,3479,Germany
163.0,Private,35000.0,5.0,0.0,5.0,1981,8332,USA
164.0,Public,58000.0,93.0,1.0,5.0,1984,2681,Canada
165.0,Private,47000.0,26.0,0.0,2.0,1973,8602,India
166.0,Public,54000.0,75.0,5.0,3.0,1973,4964,Allemagne
167.0,Private,79000.0,20.0,9.0,3.0,2015,6599,France
168.0,Public,83000.0,95.0,0.0,5.0,1978,8781,Suède
169.0,Public,57000.0,27.0,0.0,3.0,1999,3246,Norvège
170.0,Private,0.0,63.0,2.0,2.0,2014,6499,Finlande
171.0,Private,69000.0,13.0,3.0,5.0,2015,5709,Pays-Bas
172.0,Private,4000.0,75.0,0.0,2.0,2010,1970,Royaume-Uni
173.0,Private,79000.0,10.0,0.0,2.0,2007,9166,États-Unis
174.0,Private,99000.0,92.0,5.0,2.0,1984,5191,Canada
175.0,Public,20000.0,13.0,0.0,2.0,2011,2859,Chine
176.0,Public,28000.0,86.0,3.0,4.0,1982,6337,Inde
177.0,Private,29000.0,15.0,11.0,1.0,1979,3697,Germany
178.0,Private,45000.0,69.0,2.0,6.0,2009,5892,USA
179.0,Private,86000.0,14.0,4.0,3.0,2011,8418,Canada
180.0,Private,42000.0,90.0,8.0,1.0,1975,1024,India
181.0,Public,59000.0,32.0,7.0,2.0,1983,5477,Allemagne
182.0,Public,61000.0,86.0,7.0,5.0,2014,758,France
183.0,Private,11000.0,15.0,7.0,1.0,1990,485,Suède
184.0,Public,66000.0,88.0,4.0,4.0,2017,2974,Norvège
185.0,Public,39000.0,39.0,1.0,1.0,2000,6238,Finlande
186.0,Private,72000.0,97.0,6.0,2.0,2017,4052,Pays-Bas
187.0,Public,14000.0,24.0,1.0,2.0,1997,5247,Royaume-Uni
188.0,Private,44000.0,68.0,5.0,3.0,1970,9116,États-Unis
189.0,Public,76000.0,17.0,8.0,2.0,2003,2353,Canada
190.0,Public,95000.0,85.0,4.0,2.0,1979,7647,Chine
191.0,Public,92000.0,23.0,5.0,3.0,1997,8505,Inde
192.0,Public,98000.0,69.0,8.0,2.0,1987,5277,Germany
193.0,Private,96000.0,8.0,9.0,2.0,2020,6839,USA
194.0,Public,45000.0,91.0,10.0,4.0,2018,4338,Canada
195.0,Public,8000.0,16.0,7.0,2.0,2016,6042,India
196.0,Public,46000.0,79.0,1.0,3.0,1972,1563,Allemagne
197.0,Public,78000.0,28.0,0.0,2.0,1992,2063,France
198.0,Private,4000.0,74.0,1.0,5.0,1995,3262,Suède
199.0,Private,81000.0,18.0,1.0,2.0,2001,9382,Norvège
200.0,Private,33000.0,83.0,4.0,2.0,2017,8426,Finlande
201.0,Public,40000.0,10.0,0.0,3.0,2015,2261,Pays-Bas
202.0,Private,85000.0,16.0,9.0,3.0,1987,6701,Royaume-Uni
203.0,Public,60000.0,0.0,6.0,8.0,1973,9833,États-Unis
204.0,Public,60000.0,39.0,4.0,2.0,1999,6494,Canada
205.0,Public,63000.0,59.0,0.0,2.0,2000,4905,Chine
206.0,Public,10000.0,52.0,8.0,3.0,1974,7182,Inde
207.0,Public,55000.0,61.0,0.0,3.0,2016,2357,Germany
208.0,Private,93000.0,12.0,2.0,1.0,1995,7810,USA
209.0,Public,15000.0,7.0,0.0,2.0,1972,5374,Canada
210.0,Public,39000.0,33.0,9.0,4.0,1977,2856,India
211.0,Public,57000.0,93.0,1.0,2.0,1977,5631,Allemagne
212.0,Public,22000.0,92.0,2.0,1.0,1996,4355,France
213.0,Private,12000.0,70.0,2.0,4.0,2004,9509,Suède
214.0,Private,50000.0,82.0,8.0,1.0,1986,2797,Norvège
215.0,Private,95000.0,68.0,2.0,4.0,1981,1542,Finlande
216.0,Public,66000.0,70.0,3.0,3.0,2014,9285,Pays-Bas
217.0,Private,20000.0,40.0,6.0,2.0,1970,1810,Royaume-Uni
218.0,Public,35000.0,99.0,8.0,2.0,1997,5802,États-Unis
219.0,Public,71000.0,34.0,9.0,2.0,1994,6144,Canada
220.0,Public,76000.0,61.0,9.0,1.0,2011,5792,Chine
221.0,Public,84000.0,33.0,5.0,3.0,1976,2693,Inde
222.0,Public,72000.0,51.0,4.0,2.0,2011,7683,Germany
223.0,Private,33000.0,55.0,4.0,3.0,1979,5263,USA
224.0,Public,93000.0,37.0,1.0,5.0,2009,4182,Canada
225.0,Public,83000.0,48.0,4.0,1.0,1985,9455,India
226.0,Public,23000.0,8.0,1.0,1.0,1982,5628,Allemagne
227.0,Public,40000.0,77.0,5.0,4.0,2010,4598,France
228.0,Private,89000.0,86.0,9.0,4.0,1978,5133,Suède
229.0,Private,33000.0,64.0,1.0,1.0,1999,162,Norvège
230.0,Private,94000.0,30.0,7.0,2.0,2018,9206,Finlande
231.0,Public,93000.0,53.0,8.0,2.0,2002,3819,Pays-Bas
232.0,Private,7000.0,28.0,0.0,4.0,2000,3752,Royaume-Uni
233.0,Public,18000.0,88.0,0.0,2.0,1982,414,États-Unis
234.0,Public,3000.0,14.0,0.0,4.0,2013,6231,Canada
235.0,Public,84000.0,54.0,9.0,1.0,1970,4541,Chine
236.0,Public,62000.0,34.0,0.0,4.0,1982,7903,Inde
237.0,Private,9000.0,96.0,1.0,5.0,1992,7242,Germany
238.0,Private,36000.0,35.0,0.0,4.0,2006,9822,USA
239.0,Private,37000.0,74.0,1.0,4.0,2018,4626,Canada
240.0,Public,50000.0,11.0,1.0,2.0,1987,4562,India
241.0,Private,83000.0,16.0,1.0,5.0,2019,8513,Allemagne
242.0,Public,79000.0,17.0,0.0,3.0,2004,1920,France
243.0,Public,40000.0,14.0,1.0,4.0,2000,1231,Suède
244.0,Public,47000.0,58.0,0.0,6.0,1982,6581,Norvège
245.0,Public,4000.0,20.0,0.0,4.0,2021,8761,Finlande
246.0,Public,38000.0,75.0,7.0,2.0,1997,8374,Pays-Bas
247.0,Private,0.0,96.0,1.0,3.0,2001,37,Royaume-Uni
248.0,Public,7000.0,16.0,1.0,2.0,2006,1147,États-Unis
249.0,Public,41000.0,2.0,1.0,2.0,1975,9567,Canada
250.0,Public,65000.0,0.0,0.0,5.0,2009,3930,Chine
251.0,Private,20000.0,93.0,1.0,3.0,2006,8827,Inde
252.0,Public,44000.0,65.0,8.0,1.0,1970,7322,Germany
253.0,Public,3000.0,14.0,5.0,4.0,1989,3711,USA
254.0,Public,72000.0,13.0,7.0,3.0,2007,7873,Canada
255.0,Public,27000.0,32.0,4.0,4.0,1977,8829,India
256.0,Private,85000.0,49.0,4.0,2.0,2006,3608,Allemagne
257.0,Private,38000.0,18.0,10.0,1.0,1981,6905,France
258.0,Private,73000.0,96.0,6.0,7.0,1998,9891,Suède
259.0,Public,64000.0,64.0,2.0,3.0,2021,9094,Norvège
260.0,Private,26000.0,60.0,6.0,4.0,1981,4664,Finlande
261.0,Public,47000.0,16.0,2.0,3.0,2018,1330,Pays-Bas
262.0,Public,35000.0,85.0,2.0,6.0,1978,9789,Royaume-Uni
263.0,Public,31000.0,24.0,2.0,3.0,1975,4439,États-Unis
264.0,Public,13000.0,38.0,3.0,4.0,1985,6853,Canada
265.0,Public,79000.0,10.0,1.0,7.0,2000,5817,Chine
266.0,Private,82000.0,39.0,2.0,2.0,2000,4336,Inde
267.0,Public,28000.0,68.0,1.0,1.0,2004,1457,Germany
268.0,Public,36000.0,79.0,0.0,3.0,1971,5142,USA
269.0,Public,8000.0,76.0,6.0,6.0,2017,722,Canada
270.0,Public,88000.0,39.0,1.0,2.0,1981,5581,India
271.0,Private,91000.0,36.0,0.0,4.0,1977,1928,Allemagne
272.0,Public,12000.0,82.0,0.0,3.0,1985,9419,France
273.0,Public,1000.0,76.0,0.0,3.0,2012,5067,Suède
274.0,Public,143000.0,99.0,0.0,2.0,1973,4765,Norvège
275.0,Public,18000.0,57.0,1.0,2.0,2018,3126,Finlande
276.0,Private,65000.0,89.0,1.0,2.0,2007,1998,Pays-Bas
277.0,Private,9000.0,88.0,7.0,4.0,1979,509,Royaume-Uni
278.0,Private,95000.0,21.0,1.0,1.0,1986,8206,États-Unis
279.0,Public,78000.0,12.0,9.0,3.0,1998,6670,Canada
280.0,Private,48000.0,73.0,3.0,3.0,1974,693,Chine
281.0,Public,63000.0,87.0,1.0,4.0,2016,2450,Inde
282.0,Public,85000.0,63.0,1.0,2.0,2005,7614,Germany
283.0,Public,43000.0,58.0,1.0,3.0,2012,8599,USA
284.0,Public,74000.0,20.0,1.0,2.0,2004,6225,Canada
285.0,Public,67000.0,11.0,0.0,1.0,1977,8346,India
286.0,Private,59000.0,40.0,0.0,1.0,1998,916,Allemagne
287.0,Public,140000.0,84.0,1.0,1.0,2019,579,France
288.0,Public,31000.0,47.0,1.0,2.0,1993,815,Suède
289.0,Public,5000.0,91.0,0.0,1.0,1970,2022,Norvège
290.0,Public,19000.0,58.0,1.0,3.0,2007,8980,Finlande
291.0,Private,27000.0,62.0,7.0,1.0,1971,5138,Pays-Bas
292.0,Public,68000.0,80.0,6.0,3.0,1975,6930,Royaume-Uni
293.0,Private,38000.0,66.0,8.0,8.0,1980,9616,États-Unis
294.0,Public,50000.0,36.0,6.0,4.0,1991,2388,Canada
295.0,Public,80000.0,73.0,2.0,2.0,1978,4744,Chine
296.0,Public,69000.0,43.0,9.0,3.0,2007,6498,Inde
297.0,Public,31000.0,91.0,3.0,3.0,2005,3909,Germany
298.0,Private,87000.0,41.0,6.0,2.0,1994,9377,USA
299.0,Private,79000.0,16.0,1.0,3.0,1993,6086,Canada
300.0,Private,32000.0,86.0,5.0,2.0,1998,9129,India
301.0,Private,153787.0,100.0,3.0,3.0,2000,403,Allemagne
302.0,Private,95851.0,16.0,5.0,2.0,1994,8020,France
303.0,Public,145015.0,73.0,6.0,3.0,1991,3191,Suède
304.0,Public,148539.0,7.0,5.0,2.0,1981,1168,Norvège
305.0,Public,117319.0,21.0,1.0,2.0,1974,347,Finlande
306.0,Public,180243.0,26.0,6.0,2.0,2018,9785,Pays-Bas
307.0,Public,165052.0,12.0,4.0,2.0,1984,6693,Royaume-Uni
308.0,Public,120487.0,14.0,0.0,2.0,1998,6282,États-Unis
309.0,Private,112766.0,83.0,8.0,4.0,1973,9125,Canada
310.0,Public,156488.0,65.0,1.0,4.0,1978,4853,Chine
311.0,Private,97562.0,15.0,5.0,6.0,2011,4284,Inde
312.0,Public,77501.0,30.0,5.0,4.0,2000,4059,Germany
313.0,Public,118302.0,100.0,5.0,1.0,1985,249,USA
314.0,Public,64277.0,9.0,9.0,4.0,1987,7649,Canada
315.0,Private,53927.0,77.0,2.0,3.0,2004,1637,India
316.0,Private,93921.0,93.0,9.0,2.0,1994,8901,Allemagne
317.0,Public,132046.0,8.0,4.0,4.0,1976,1931,France
318.0,Private,183217.0,91.0,7.0,2.0,1974,7823,Suède
319.0,Private,182937.0,44.0,8.0,1.0,1982,5031,Norvège
320.0,Public,68272.0,56.0,8.0,4.0,1973,3993,Finlande
321.0,Private,69841.0,21.0,10.0,2.0,1984,6378,Pays-Bas
322.0,Private,69078.0,60.0,13.0,1.0,1988,19,Royaume-Uni
323.0,Public,110667.0,100.0,2.0,4.0,1993,3429,États-Unis
324.0,Private,95469.0,94.0,6.0,1.0,1971,1530,Canada
325.0,Public,102861.0,40.0,4.0,1.0,1980,5707,Chine
326.0,Private,133551.0,7.0,3.0,1.0,2004,2955,Inde
327.0,Public,64589.0,90.0,7.0,1.0,1985,4400,Germany
328.0,Private,152755.0,39.0,4.0,2.0,2008,6729,USA
329.0,Public,92313.0,58.0,1.0,5.0,2014,585,Canada
330.0,Public,98922.0,2.0,2.0,3.0,1991,2706,India
331.0,Private,165846.0,33.0,0.0,4.0,2021,4931,Allemagne
332.0,Public,93713.0,62.0,3.0,4.0,2008,2131,France
333.0,Private,137641.0,67.0,0.0,5.0,2008,9202,Suède
334.0,Private,173743.0,96.0,0.0,4.0,2001,2504,Norvège
335.0,Public,116126.0,58.0,10.0,2.0,1995,3475,Finlande
336.0,Public,112246.0,30.0,8.0,3.0,1985,4560,Pays-Bas
337.0,Public,69384.0,75.0,1.0,5.0,2021,2808,Royaume-Uni
338.0,Public,76529.0,62.0,0.0,2.0,1977,7223,États-Unis
339.0,Public,123804.0,28.0,14.0,1.0,1992,8753,Canada
340.0,Public,68292.0,55.0,8.0,2.0,1994,8635,Chine
341.0,Public,173185.0,99.0,3.0,1.0,1987,3608,Inde
342.0,Private,142034.0,82.0,1.0,4.0,2004,9233,Germany
343.0,Private,107941.0,61.0,0.0,1.0,1981,4574,USA
344.0,Public,149840.0,61.0,1.0,1.0,2013,8309,Canada
345.0,Public,148431.0,99.0,1.0,8.0,1992,1192,India
346.0,Public,126599.0,84.0,0.0,3.0,1990,4134,Allemagne
347.0,Public,57180.0,22.0,9.0,1.0,1987,3231,France
348.0,Public,184426.0,41.0,9.0,1.0,2000,9090,Suède
349.0,Public,151085.0,39.0,2.0,5.0,1978,4380,Norvège
350.0,Public,166107.0,98.0,13.0,4.0,1996,6691,Finlande
351.0,Public,67850.0,91.0,9.0,4.0,2012,8416,Pays-Bas
352.0,Private,173394.0,4.0,13.0,1.0,2002,7328,Royaume-Uni
353.0,Public,72303.0,98.0,7.0,1.0,2010,135,États-Unis
354.0,Private,181760.0,35.0,14.0,3.0,1982,6779,Canada
355.0,Public,146858.0,75.0,9.0,1.0,2017,851,Chine
356.0,Private,172923.0,20.0,6.0,1.0,2006,8658,Inde
357.0,Public,115811.0,87.0,11.0,4.0,1974,7793,Germany
358.0,Private,184324.0,51.0,13.0,5.0,2021,3390,USA
359.0,Public,67353.0,19.0,9.0,3.0,1971,6524,Canada
360.0,Private,165999.0,71.0,9.0,3.0,2011,4730,India
361.0,Private,164914.0,18.0,8.0,3.0,1980,7492,Allemagne
362.0,Private,63364.0,61.0,1.0,2.0,1996,5052,France
363.0,Public,182352.0,73.0,4.0,3.0,2000,6136,Suède
364.0,Public,148544.0,56.0,1.0,2.0,2010,9067,Norvège
365.0,Private,62833.0,85.0,1.0,2.0,2008,5391,Finlande
366.0,Private,120627.0,72.0,0.0,2.0,2018,2543,Pays-Bas
367.0,Public,130898.0,30.0,1.0,1.0,2009,251,Royaume-Uni
368.0,Public,103130.0,74.0,12.0,3.0,2009,5737,États-Unis
369.0,Private,106681.0,15.0,9.0,5.0,1995,7149,Canada
370.0,Public,87353.0,25.0,1.0,5.0,1993,5810,Chine
371.0,Private,88046.0,61.0,8.0,1.0,1996,1935,Inde
372.0,Public,98168.0,49.0,1.0,2.0,1995,7333,Germany
373.0,Public,178265.0,5.0,2.0,1.0,1989,6596,USA
374.0,Public,167232.0,92.0,6.0,4.0,2001,1026,Canada
375.0,Private,140478.0,43.0,6.0,4.0,1981,2287,India
376.0,Private,159296.0,83.0,8.0,1.0,2006,558,Allemagne
377.0,Public,144043.0,78.0,1.0,1.0,1984,1641,France
378.0,Private,72594.0,64.0,1.0,2.0,1975,8094,Suède
379.0,Public,180288.0,77.0,2.0,2.0,1977,4855,Norvège
380.0,Public,165734.0,51.0,0.0,1.0,1974,2874,Finlande
381.0,Private,175407.0,2.0,5.0,1.0,1974,6818,Pays-Bas
382.0,Private,70201.0,8.0,0.0,2.0,1997,9813,Royaume-Uni
383.0,Private,91503.0,26.0,0.0,6.0,2008,835,États-Unis
384.0,Public,184522.0,43.0,0.0,2.0,1990,4111,Canada
385.0,Public,143560.0,83.0,1.0,3.0,1970,9826,Chine
386.0,Private,131574.0,97.0,1.0,2.0,1993,9878,Inde
387.0,Public,151124.0,18.0,15.0,3.0,2020,6941,Germany
388.0,Public,67447.0,5.0,15.0,2.0,1993,6046,USA
389.0,Public,117454.0,8.0,16.0,2.0,1976,7273,Canada
390.0,Public,86203.0,23.0,13.0,1.0,1998,9887,India
391.0,Public,136231.0,10.0,7.0,1.0,1982,2447,Allemagne
392.0,Private,89144.0,1.0,12.0,2.0,1976,9171,France
393.0,Private,119116.0,30.0,17.0,4.0,1991,7158,Suède
394.0,Public,163463.0,31.0,9.0,4.0,1985,1535,Norvège
395.0,Public,151696.0,82.0,15.0,1.0,1991,8976,Finlande
396.0,Private,184736.0,52.0,13.0,1.0,1975,1812,Pays-Bas
397.0,Public,70419.0,69.0,6.0,4.0,1979,5241,Royaume-Uni
398.0,Public,119104.0,41.0,14.0,3.0,1985,4535,États-Unis
399.0,Private,130950.0,28.0,5.0,3.0,1996,4020,Canada
400.0,Private,140950.0,77.0,15.0,2.0,1970,8974,Chine
401.0,Public,82285.0,35.0,16.0,1.0,2012,8277,Inde
